InspectionID,Facility_ID,Facility_Name,Facility_Address,Facility_Address_2,Facility_City,Facility_State,Facility_Postal_Code,Facility_County,Venue_Type,Inspection_Date,Inspection_Score,Inspection_Purpose,Inspection_Passed,No_Imminent_Health_Hazards,Disinfectant,Free_Chlorine,Free_Bromine,pH,Enclosure,Main_Drain_Visible,Safety_Equipment,Disinfectant_Level,pH_Balance,Inspection_Notes,OBJECTID
1469458,102919,HYATT REGENCY,311 S 4TH ST,,LOUISVILLE,KY,40202,JEFFERSON,POOL,2019/05/10,,OTHER,TRUE,TRUE,CHLORINE,3.4000001,,7.3000002,TRUE,TRUE,TRUE,FALSE,TRUE, Disinfectant Level - disinfectant free residual,2082
1470044,93920,COMFORT SUITES,1850 RESOURCE WAY,,JEFFERSONTOWN,KY,40299,JEFFERSON,HOT TUB / SPA,2019/05/14,94,ROUTINE,TRUE,TRUE,BROMINE,,2.25,7.1999998,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - depth markings and lane lines properly located, spaced sized, contrasting color, good repair| other - operator testing frequency, log sheets maintained",2083
1470045,93922,COMFORT SUITES,1850 RESOURCE WAY,,JEFFERSONTOWN,KY,40299,JEFFERSON,POOL,2019/05/14,88,ROUTINE,FALSE,TRUE,CHLORINE,1.8,,8,TRUE,TRUE,TRUE,TRUE,FALSE," other - disinfectant combined residual| pH Balance - ph(7.2-7.8)| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - depth markings and lane lines properly located, spaced sized, contrasting color, good repair| other - structures, decks, furnishings:  good repair, clean",2084
1470045,93922,COMFORT SUITES,1850 RESOURCE WAY,,JEFFERSONTOWN,KY,40299,JEFFERSON,POOL,2019/05/14,88,ROUTINE,TRUE,TRUE,CHLORINE,1.8,,8,TRUE,TRUE,TRUE,TRUE,TRUE," other - disinfectant combined residual| pH Balance - ph(7.2-7.8)| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - depth markings and lane lines properly located, spaced sized, contrasting color, good repair| other - structures, decks, furnishings:  good repair, clean",2085
1470457,29358,CROWNE PLAZA,830 PHILLIPS LN,,LOUISVILLE,KY,40209,JEFFERSON,POOL,2019/05/15,,OTHER,TRUE,TRUE,CHLORINE,2.4000001,,7.5999999,TRUE,TRUE,TRUE,TRUE,TRUE, other - disinfectant combined residual,2086
1470676,72358,GARDEN GATE APTS,11803 DUANE POINTE CIR,,LOUISVILLE,KY,40243,JEFFERSON,POOL,2019/05/16,94,ROUTINE,FALSE,TRUE,CHLORINE,1,,7.3000002,TRUE,TRUE,TRUE,TRUE,TRUE," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - turover rate ~ hrs.(min.)",2087
1470677,97048,SARATOGA WOODS,4310 SARATOGA WOODS DR,,JEFFERSONTOWN,KY,40299,JEFFERSON,WADING POOL,2019/05/16,97,ROUTINE,FALSE,TRUE,CHLORINE,1.2,,7.5999999,TRUE,TRUE,TRUE,TRUE,TRUE," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair",2088
1470678,97049,SARATOGA WOODS,4310 SARATOGA WOODS DR,,LOUISVILLE,KY,40299,JEFFERSON,POOL,2019/05/16,94,ROUTINE,TRUE,TRUE,CHLORINE,1.4,,7.5,TRUE,TRUE,TRUE,TRUE,TRUE," other - ladders, steps, handrails, diving boards, lifelines and floats in good repair| other - warning signs, facility regulations posted, conspicuous, good repair| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair",2089
1470781,101641,LOUISVILLE BROADWAY APTS LLC /HIGHLAND STATION,1172 E BROADWAY,,LOUISVILLE,KY,40204,JEFFERSON,POOL,2019/05/16,90,ROUTINE,FALSE,TRUE,CHLORINE,1.6,,7.5999999,TRUE,TRUE,TRUE,TRUE,TRUE," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - chemicals stock: adequate, fresh, storage, usage| other - water supply, approved source, entry method, cross-connections, adequate supply| other - warning signs, facility regulations posted, conspicuous, good repair",2090
1470781,101641,LOUISVILLE BROADWAY APTS LLC /HIGHLAND STATION,1172 E BROADWAY,,LOUISVILLE,KY,40204,JEFFERSON,POOL,2019/05/16,90,ROUTINE,TRUE,TRUE,CHLORINE,1.6,,7.5999999,TRUE,TRUE,TRUE,TRUE,TRUE," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - chemicals stock: adequate, fresh, storage, usage| other - water supply, approved source, entry method, cross-connections, adequate supply| other - warning signs, facility regulations posted, conspicuous, good repair",2091
1471012,78766,HILTON GARDEN INN,9850 PARK PLAZA AVE,,LOUISVILLE,KY,40241,JEFFERSON,POOL,2019/05/17,95,ROUTINE,FALSE,TRUE,CHLORINE,1.6,,7.4000001,TRUE,TRUE,TRUE,TRUE,TRUE," other - flow meter: installation, accessibility, operating, good repair| other - disinfectant combined residual",2092
1471012,78766,HILTON GARDEN INN,9850 PARK PLAZA AVE,,LOUISVILLE,KY,40241,JEFFERSON,POOL,2019/05/17,95,ROUTINE,TRUE,TRUE,CHLORINE,1.6,,7.4000001,TRUE,TRUE,TRUE,TRUE,TRUE," other - flow meter: installation, accessibility, operating, good repair| other - disinfectant combined residual",2093
1471122,33357,WOLF CREEK,4400 WOLF SPRING DR,,LOUISVILLE,KY,40241,JEFFERSON,POOL,2019/05/16,82,ROUTINE,FALSE,TRUE,CHLORINE,4,,7,FALSE,TRUE,TRUE,FALSE,FALSE," pH Balance - ph(7.2-7.8)| other - pumps, approved type, capacity, gauges, valving, strainer, operating, good repair| Enclosure - facility enclosure: adequate, self closing gate, good repair| Disinfectant Level - disinfectant free residual| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - toilet tissue, hand-drying, towels, soap provided| other - equipment room: adequate space, floor drain, lighting, ventilation, no non-essential materials, clean, good repair",2094
1471123,69695,ASBURY PARK,4600 HARBOLD CT,,LOUISVILLE,KY,40241,JEFFERSON,POOL,2019/05/16,83,ROUTINE,FALSE,TRUE,CHLORINE,1.5,,7.1999998,TRUE,FALSE,TRUE,TRUE,TRUE," other - structures, decks, furnishings:  good repair, clean| Main Drain Visible - turbidity| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair| other - lifeguard(s) on duty: sign posted, lifeguard chairs, adequate, good repair| other - toilet, shower, locker facilities: clean, lighting, ventilation, good repair| other - equipment room: adequate space, floor drain, lighting, ventilation, no non-essential materials, clean, good repair",2095
1471124,29738,THE HARBOR CONDOMINIUM,6413 MARINA DR,,LOUISVILLE,KY,40059,JEFFERSON,POOL,2019/05/16,91,ROUTINE,FALSE,TRUE,CHLORINE,3.5,,7.1999998,TRUE,TRUE,TRUE,FALSE,TRUE," Disinfectant Level - disinfectant free residual| other - equipment room: adequate space, floor drain, lighting, ventilation, no non-essential materials, clean, good repair| other - flow meter: installation, accessibility, operating, good repair| other - structures, decks, furnishings:  good repair, clean",2096
1471124,29738,THE HARBOR CONDOMINIUM,6413 MARINA DR,,LOUISVILLE,KY,40059,JEFFERSON,POOL,2019/05/16,91,ROUTINE,TRUE,TRUE,CHLORINE,3.5,,7.1999998,TRUE,TRUE,TRUE,TRUE,TRUE," Disinfectant Level - disinfectant free residual| other - equipment room: adequate space, floor drain, lighting, ventilation, no non-essential materials, clean, good repair| other - flow meter: installation, accessibility, operating, good repair| other - structures, decks, furnishings:  good repair, clean",2097
1471125,66007,COBBLESTONE CONDOMINIUMS,10001 GLASGOW BLVD,,LOUISVILLE,KY,40241,JEFFERSON,POOL,2019/05/16,92,ROUTINE,FALSE,TRUE,CHLORINE,1.5,,7.4000001,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - turover rate ~ hrs.(min.)",2098
1471125,66007,COBBLESTONE CONDOMINIUMS,10001 GLASGOW BLVD,,LOUISVILLE,KY,40241,JEFFERSON,POOL,2019/05/16,92,ROUTINE,TRUE,TRUE,CHLORINE,1.5,,7.4000001,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - turover rate ~ hrs.(min.)",2099
1471127,49413,SUTHERLAND,6800 WINDHAM PKWY,,PROSPECT,KY,40059,JEFFERSON,POOL,2019/05/17,85,ROUTINE,FALSE,TRUE,CHLORINE,0.75,,7.4000001,FALSE,TRUE,TRUE,FALSE,TRUE," other - ladders, steps, handrails, diving boards, lifelines and floats in good repair| Enclosure - facility enclosure: adequate, self closing gate, good repair| other - toilet, shower, locker facilities: clean, lighting, ventilation, good repair| Disinfectant Level - disinfectant free residual| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair",2100
1471128,58444,SUTHERLAND,6800 WINDHAM PKWY,,PROSPECT,KY,40059,JEFFERSON,WADING POOL,2019/05/17,87,ROUTINE,FALSE,TRUE,CHLORINE,0.5,,7,TRUE,TRUE,TRUE,FALSE,FALSE," Disinfectant Level - disinfectant free residual| pH Balance - ph(7.2-7.8)| other - pumps, approved type, capacity, gauges, valving, strainer, operating, good repair| other - depth markings and lane lines properly located, spaced sized, contrasting color, good repair| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair",2101
1471128,58444,SUTHERLAND,6800 WINDHAM PKWY,,PROSPECT,KY,40059,JEFFERSON,WADING POOL,2019/05/17,87,ROUTINE,TRUE,TRUE,CHLORINE,0.5,,7,TRUE,TRUE,TRUE,TRUE,TRUE," Disinfectant Level - disinfectant free residual| pH Balance - ph(7.2-7.8)| other - pumps, approved type, capacity, gauges, valving, strainer, operating, good repair| other - depth markings and lane lines properly located, spaced sized, contrasting color, good repair| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair",2102
1471535,29693,THE FORUM AT BROOKSIDE,200 BROOKSIDE DR,,DOUGLASS HILLS,KY,40243,JEFFERSON,POOL,2019/05/20,97,ROUTINE,FALSE,TRUE,BROMINE,,4.0500002,7.6999998,TRUE,TRUE,TRUE,FALSE,TRUE, Disinfectant Level - disinfectant free residual,2103
1471609,80487,DORSEY STATION,10431 SHELBYVILLE RD,,LOUISVILLE,KY,40223,JEFFERSON,POOL,2019/05/20,89,ROUTINE,FALSE,TRUE,CHLORINE,4.8000002,,7.1999998,TRUE,TRUE,FALSE,FALSE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| Disinfectant Level - disinfectant free residual| other - test kits: provided, proper types, fresh reagents, maintained, proper usage| Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair",2104
1471609,80487,DORSEY STATION,10431 SHELBYVILLE RD,,LOUISVILLE,KY,40223,JEFFERSON,POOL,2019/05/20,89,ROUTINE,TRUE,TRUE,CHLORINE,4.8000002,,7.1999998,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| Disinfectant Level - disinfectant free residual| other - test kits: provided, proper types, fresh reagents, maintained, proper usage| Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair",2105
1471630,64893,BAPTIST  MILESTONE THERAPY,750 CYPRESS STATION DR,,LOUISVILLE,KY,40207,JEFFERSON,POOL,2019/05/20,98,ROUTINE,TRUE,TRUE,CHLORINE,1.6,,7.1999998,TRUE,TRUE,TRUE,TRUE,TRUE," other - recirculating piping:  identified, approved materials, good repair",2106
1471631,64951,BAPTIST MILESTONE LAP,750 CYPRESS STATION DR,,LOUISVILLE,KY,40207,JEFFERSON,POOL,2019/05/20,93,ROUTINE,FALSE,TRUE,CHLORINE,3.8,,7.8000002,TRUE,TRUE,TRUE,TRUE,TRUE," other - turover rate ~ hrs.(min.)| other - deck drainage, deck/drains, backwash wastewater disposal| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair",2107
1471631,64951,BAPTIST MILESTONE LAP,750 CYPRESS STATION DR,,LOUISVILLE,KY,40207,JEFFERSON,POOL,2019/05/20,93,ROUTINE,TRUE,TRUE,CHLORINE,3.8,,7.8000002,TRUE,TRUE,TRUE,TRUE,TRUE," other - turover rate ~ hrs.(min.)| other - deck drainage, deck/drains, backwash wastewater disposal| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair",2108
1471632,64902,BAPTIST MILESTONE SPA,750 CYPRESS STATION DR,,LOUISVILLE,KY,40207,JEFFERSON,HOT TUB / SPA,2019/05/20,98,ROUTINE,TRUE,TRUE,CHLORINE,2.4000001,,7.5999999,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair",2109
1471811,62199,CHAMPION FARMS APARTMENTS,3700 SPRINGHURST BLVD,,LOUISVILLE,KY,40241,JEFFERSON,POOL,2019/05/20,84,ROUTINE,FALSE,TRUE,CHLORINE,1,,7.4000001,TRUE,TRUE,FALSE,FALSE,TRUE," Disinfectant Level - disinfectant free residual| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair| other - recirculating piping:  identified, approved materials, good repair| other - filter type ~, values, sight glass, air release, gauges, operating, good repair| Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair| other - test kits: provided, proper types, fresh reagents, maintained, proper usage",2110
1471812,29221,BROWNSBORO FARM COMMUNITY CENTER,3615 CASCADE RD,,LOUISVILLE,KY,40241,JEFFERSON,POOL,2019/05/20,73,ROUTINE,FALSE,TRUE,CHLORINE,0,,6.8000002,TRUE,FALSE,TRUE,FALSE,FALSE," pH Balance - ph(7.2-7.8)| Disinfectant Level - disinfectant free residual| Main Drain Visible - turbidity| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - lighting, underwater and deck: adequate, operating, good repair| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair| other - disinfectant system, type ~ installation, capacity, operating, good repair| other - pumps, approved type, capacity, gauges, valving, strainer, operating, good repair| other - recirculating piping:  identified, approved materials, good repair| other - equipment room: adequate space, floor drain, lighting, ventilation, no non-essential materials, clean, good repair| other - toilet tissue, hand-drying, towels, soap provided| other - toilet, shower, locker facilities: clean, lighting, ventilation, good repair",2111
1471813,29220,BROWNSBORO FARM COMMUNITY CENTER,3615 CASCADE RD,,LOUISVILLE,KY,40241,JEFFERSON,WADING POOL,2019/05/20,89,ROUTINE,FALSE,TRUE,CHLORINE,,,,TRUE,TRUE,TRUE,FALSE,FALSE," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| Disinfectant Level - disinfectant free residual| pH Balance - ph(7.2-7.8)| other - total alkalinity (50-180 ppm)",2112
1471813,29220,BROWNSBORO FARM COMMUNITY CENTER,3615 CASCADE RD,,LOUISVILLE,KY,40241,JEFFERSON,WADING POOL,2019/05/20,89,ROUTINE,TRUE,TRUE,CHLORINE,,,,TRUE,TRUE,TRUE,TRUE,TRUE," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| Disinfectant Level - disinfectant free residual| pH Balance - ph(7.2-7.8)| other - total alkalinity (50-180 ppm)",2113
1471814,29482,HUNTING CREEK COUNTRY CLUB,6807 FOXCROFT DR,,PROSPECT,KY,40059,JEFFERSON,WADING POOL,2019/05/20,80,ROUTINE,FALSE,TRUE,CHLORINE,1.5,,8.1999998,TRUE,TRUE,TRUE,TRUE,FALSE," pH Balance - ph(7.2-7.8)| other - total alkalinity (50-180 ppm)| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - water supply, approved source, entry method, cross-connections, adequate supply| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair| other - depth markings and lane lines properly located, spaced sized, contrasting color, good repair| other - pumps, approved type, capacity, gauges, valving, strainer, operating, good repair| other - recirculating piping:  identified, approved materials, good repair",2114
1471816,62372,SHADOW RIDGE,10400 SHADOW RIDGE LN,,LOUISVILLE,KY,40241,JEFFERSON,POOL,2019/05/21,86,ROUTINE,FALSE,TRUE,CHLORINE,3.5,,7.1999998,TRUE,TRUE,FALSE,FALSE,TRUE," Disinfectant Level - disinfectant free residual| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - test kits: provided, proper types, fresh reagents, maintained, proper usage| Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair",2115
1471830,66973,ALL ABOUT KIDS,2531 BLANKENBAKER PKWY,,LOUISVILLE,KY,40299,JEFFERSON,POOL,2019/05/21,,OTHER,TRUE,TRUE,BROMINE,,5.8499999,7.3000002,TRUE,TRUE,TRUE,FALSE,TRUE, Disinfectant Level - disinfectant free residual,2116
1471831,72358,GARDEN GATE APTS,11803 DUANE POINTE CIR,,LOUISVILLE,KY,40243,JEFFERSON,POOL,2019/05/21,97,FOLLOW-UP,FALSE,TRUE,CHLORINE,,,,TRUE,TRUE,TRUE,TRUE,TRUE," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair",2117
1471834,47621,ST. XAVIER HIGH SCHOOL,1609 POPLAR LEVEL RD,,LOUISVILLE,KY,40217,JEFFERSON,POOL,2019/05/21,93,FOLLOW-UP,FALSE,TRUE,CHLORINE,2.4000001,,7.1999998,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - recirculating piping:  identified, approved materials, good repair",2118
1471834,47621,ST. XAVIER HIGH SCHOOL,1609 POPLAR LEVEL RD,,LOUISVILLE,KY,40217,JEFFERSON,POOL,2019/05/21,93,FOLLOW-UP,TRUE,TRUE,CHLORINE,2.4000001,,7.1999998,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - recirculating piping:  identified, approved materials, good repair",2119
1471840,29328,SHAWNEE HIGH SCHOOL,4010 W. MARKET STREET,,LOUISVILLE,KY,40212,JEFFERSON,POOL,2019/05/17,77,ROUTINE,FALSE,TRUE,CHLORINE,0.2,,8,TRUE,TRUE,FALSE,FALSE,FALSE," other - toilet, shower, locker facilities: clean, lighting, ventilation, good repair| Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair| pH Balance - ph(7.2-7.8)| Disinfectant Level - disinfectant free residual| other - disinfectant combined residual| other - turover rate ~ hrs.(min.)| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - recirculating piping:  identified, approved materials, good repair| other - equipment room: adequate space, floor drain, lighting, ventilation, no non-essential materials, clean, good repair",2120
1471841,103341,U OF L FOOTBALL HOT PLUNGE WHITE HYDROWORX,2800 S FLOYD ST,,LOUISVILLE,KY,40209,JEFFERSON,HOT TUB / SPA,2019/05/17,91,ROUTINE,FALSE,TRUE,BROMINE,,9,7.6999998,TRUE,TRUE,TRUE,FALSE,TRUE," Disinfectant Level - disinfectant free residual| other - temperature (heated facilities)| other - operator testing frequency, log sheets maintained| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair",2121
1471841,103341,U OF L FOOTBALL HOT PLUNGE WHITE HYDROWORX,2800 S FLOYD ST,,LOUISVILLE,KY,40209,JEFFERSON,HOT TUB / SPA,2019/05/17,91,ROUTINE,TRUE,TRUE,BROMINE,,9,7.6999998,TRUE,TRUE,TRUE,TRUE,TRUE," Disinfectant Level - disinfectant free residual| other - temperature (heated facilities)| other - operator testing frequency, log sheets maintained| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair",2122
1471842,103342,U OF L FOOTBALL COLD PLUNGE WHITE HYDROWORX,2800 S FLOYD ST,,LOUISVILLE,KY,40209,JEFFERSON,HOT TUB / SPA,2019/05/17,93,ROUTINE,FALSE,TRUE,BROMINE,,9,7.6999998,TRUE,TRUE,TRUE,FALSE,TRUE," Disinfectant Level - disinfectant free residual| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair| other - operator testing frequency, log sheets maintained",2123
1471842,103342,U OF L FOOTBALL COLD PLUNGE WHITE HYDROWORX,2800 S FLOYD ST,,LOUISVILLE,KY,40209,JEFFERSON,HOT TUB / SPA,2019/05/17,93,ROUTINE,TRUE,TRUE,BROMINE,,9,7.6999998,TRUE,TRUE,TRUE,TRUE,TRUE," Disinfectant Level - disinfectant free residual| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair| other - operator testing frequency, log sheets maintained",2124
1471843,103340,U OF L FOOTBALL 0-5 HYDROWORX,2800 S FLOYD ST,,LOUISVILLE,KY,40202,JEFFERSON,HOT TUB / SPA,2019/05/17,93,ROUTINE,FALSE,TRUE,BROMINE,,9,7.3000002,TRUE,TRUE,TRUE,FALSE,TRUE," other - chemicals stock: adequate, fresh, storage, usage| Disinfectant Level - disinfectant free residual| other - operator testing frequency, log sheets maintained",2125
1471843,103340,U OF L FOOTBALL 0-5 HYDROWORX,2800 S FLOYD ST,,LOUISVILLE,KY,40202,JEFFERSON,HOT TUB / SPA,2019/05/17,93,ROUTINE,TRUE,TRUE,BROMINE,,9,7.3000002,TRUE,TRUE,TRUE,TRUE,TRUE," other - chemicals stock: adequate, fresh, storage, usage| Disinfectant Level - disinfectant free residual| other - operator testing frequency, log sheets maintained",2126
1471844,103196,U OF L  HOT WALK THRU,2800 S FLOYD ST,,LOUISVILLE,KY,40209,JEFFERSON,HOT TUB / SPA,2019/05/17,92,ROUTINE,FALSE,TRUE,BROMINE,,9,7.6999998,TRUE,TRUE,TRUE,FALSE,TRUE," Disinfectant Level - disinfectant free residual| other - operator testing frequency, log sheets maintained| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair",2127
1471844,103196,U OF L  HOT WALK THRU,2800 S FLOYD ST,,LOUISVILLE,KY,40209,JEFFERSON,HOT TUB / SPA,2019/05/17,92,ROUTINE,TRUE,TRUE,BROMINE,,9,7.6999998,TRUE,TRUE,TRUE,TRUE,TRUE," Disinfectant Level - disinfectant free residual| other - operator testing frequency, log sheets maintained| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair",2128
1471845,103197,U OF L - COLD WALK THRU,2800 S FLOYD ST,,LOUISVILLE,KY,40209,JEFFERSON,HOT TUB / SPA,2019/05/17,91,ROUTINE,FALSE,TRUE,BROMINE,,9,7.8000002,TRUE,TRUE,TRUE,FALSE,TRUE," Disinfectant Level - disinfectant free residual| other - operator testing frequency, log sheets maintained| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair",2129
1471845,103197,U OF L - COLD WALK THRU,2800 S FLOYD ST,,LOUISVILLE,KY,40209,JEFFERSON,HOT TUB / SPA,2019/05/17,91,ROUTINE,TRUE,TRUE,BROMINE,,9,7.8000002,TRUE,TRUE,TRUE,TRUE,TRUE," Disinfectant Level - disinfectant free residual| other - operator testing frequency, log sheets maintained| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair",2130
1471854,83215,HOME OF THE INNOCENTS,1100 E MARKET ST,,LOUISVILLE,KY,40206,JEFFERSON,POOL,2019/05/21,,OTHER,TRUE,TRUE,CHLORINE,2.2,,7.5999999,TRUE,TRUE,TRUE,TRUE,TRUE, other - disinfectant combined residual,2131
1471855,83216,HOME OF THE INNOCENTS,1100 E MARKET ST,,LOUISVILLE,KY,40206,JEFFERSON,POOL,2019/05/21,,OTHER,TRUE,TRUE,CHLORINE,1.6,,7.5999999,TRUE,TRUE,TRUE,TRUE,TRUE, other - disinfectant combined residual,2132
1471856,51574,HAZELWOOD CTR ICFR,1800 BLUEGRASS AVE,,LOUISVILLE,KY,40215,JEFFERSON,POOL,2019/05/21,96,ROUTINE,TRUE,TRUE,CHLORINE,4.1999998,,7.1999998,TRUE,TRUE,TRUE,TRUE,TRUE," other - total alkalinity (50-180 ppm)| other - chemicals stock: adequate, fresh, storage, usage",2133
1472123,102469,STATION AT J-TOWN,9601 BALSAM WAY,,JEFFERSONTOWN,KY,40299,JEFFERSON,POOL,2019/05/22,85,ROUTINE,FALSE,TRUE,CHLORINE,11.4,,7.5999999,TRUE,TRUE,FALSE,FALSE,TRUE," other - cyanuric acid (25-50 ppm)| Disinfectant Level - disinfectant free residual| Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair| other - turover rate ~ hrs.(min.)| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair",2134
1472174,101851,BRADFORD MILL LOFTS,1124 REUTLINGER AVE,,LOUISVILLE,KY,40204,JEFFERSON,POOL,2019/05/21,80,ROUTINE,FALSE,FALSE,CHLORINE,0,,7.1999998,TRUE,FALSE,TRUE,FALSE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| Main Drain Visible - turbidity| other - turover rate ~ hrs.(min.)| other - ph control, chemical feed equipment: types ~| Disinfectant Level - disinfectant free residual| other - operator testing frequency, log sheets maintained| other - toilet tissue, hand-drying, towels, soap provided",2135
1472175,76509,COMFORT INN HOTEL,4444 DIXIE HWY,,LOUISVILLE,KY,40216,JEFFERSON,POOL,2019/05/22,85,ROUTINE,FALSE,TRUE,BROMINE,,3.5999999,7.4000001,TRUE,TRUE,FALSE,FALSE,TRUE," other - ladders, steps, handrails, diving boards, lifelines and floats in good repair| other - water heaters:  approved type, thermometers, temperature limiting device, operating, good repair| Disinfectant Level - disinfectant free residual| Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - operator testing frequency, log sheets maintained",2136
1472501,29311,ROYAL AMBASSADOR,1602 GARDINER LN,,LOUISVILLE,KY,40205,JEFFERSON,POOL,2019/05/23,,OTHER,TRUE,TRUE,BROMINE,,5.4000001,7.5,TRUE,TRUE,TRUE,FALSE,TRUE," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| Disinfectant Level - disinfectant free residual",2137
1472502,105704,DONARD PARK CONDOMIUMS,801 DONARD PARK AVE,,LOUISVILLE,KY,40218,JEFFERSON,POOL,2019/05/23,97,ROUTINE,FALSE,TRUE,CHLORINE,1.8,,7.5,TRUE,TRUE,FALSE,TRUE,TRUE," Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair",2138
1472515,42375,OXMOOR COUNTRY CLUB,9000 LIMEHOUSE DRIVE,,LOUISVILLE,KY,40220,JEFFERSON,WADING POOL,2019/05/23,93,ROUTINE,FALSE,TRUE,CHLORINE,1.2,,7.1999998,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - depth markings and lane lines properly located, spaced sized, contrasting color, good repair| other - pumps, approved type, capacity, gauges, valving, strainer, operating, good repair",2139
1472515,42375,OXMOOR COUNTRY CLUB,9000 LIMEHOUSE DRIVE,,LOUISVILLE,KY,40220,JEFFERSON,WADING POOL,2019/05/23,93,ROUTINE,TRUE,TRUE,CHLORINE,1.2,,7.1999998,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - depth markings and lane lines properly located, spaced sized, contrasting color, good repair| other - pumps, approved type, capacity, gauges, valving, strainer, operating, good repair",2140
